throttle,steering,speed,points,position,direction
1.0,1.0,80.17561340332031,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30734.999553482277, 'y': 28012.055276515595, 'z': 31.625386780993246}","{'x': -0.5912082571617847, 'y': 0.806499210866323, 'z': 0.005640880757543355}"
1.0,1.0,80.22206115722656,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30724.00469677333, 'y': 28027.055279685424, 'z': 31.628497684812267}","{'x': -0.5912075161225667, 'y': 0.8064977389036885, 'z': 0.0059219948852618515}"
1.0,1.0,80.28070831298828,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30712.999471356874, 'y': 28042.06934359069, 'z': 31.63159707434275}","{'x': -0.5912076221216218, 'y': 0.8064954643783796, 'z': 0.006213974766500598}"
1.0,1.0,80.35272216796875,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30701.981769576218, 'y': 28057.099678172843, 'z': 31.634706764994192}","{'x': -0.5912110554048262, 'y': 0.8064905391028669, 'z': 0.006519072378575554}"
1.0,1.0,80.43924713134766,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30690.94860372241, 'y': 28072.149310796718, 'z': 31.637850245145742}","{'x': -0.591221670566334, 'y': 0.8064801012603983, 'z': 0.00683977512549403}"
1.0,1.0,80.54146575927734,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30679.897060190167, 'y': 28087.220813253865, 'z': 31.641051465038366}","{'x': -0.5912444978616618, 'y': 0.8064604210889146, 'z': 0.007178646487990526}"
1.0,1.0,80.66051483154297,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30668.823895409336, 'y': 28102.316874477692, 'z': 31.644334357884617}","{'x': -0.591285568278926, 'y': 0.8064270281553623, 'z': 0.007538236237790176}"
1.0,1.0,80.79754638671875,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30657.725307596636, 'y': 28117.440626727363, 'z': 31.647722650701276}","{'x': -0.5913517621468725, 'y': 0.8063748203601151, 'z': 0.00792101603206087}"
1.0,1.0,80.95369720458984,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30646.59732430581, 'y': 28132.59512564054, 'z': 31.651239560536958}","{'x': -0.5914506794789518, 'y': 0.8062981559431864, 'z': 0.008329313687389723}"
1.0,1.0,81.13011932373047,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30635.43554312376, 'y': 28147.783707694154, 'z': 31.6549078541016}","{'x': -0.5915905294950758, 'y': 0.8061909296859118, 'z': 0.008765289721395021}"
1.0,1.0,81.32793426513672,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30624.235539113277, 'y': 28163.00943525129, 'z': 31.65874968820591}","{'x': -0.5917800313833688, 'y': 0.806046639511758, 'z': 0.00923089311493596}"
1.0,1.0,81.54825592041016,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30612.996585743218, 'y': 28178.27002797958, 'z': 31.662619034061514}","{'x': -0.5920284601290615, 'y': 0.8058586377102931, 'z': 0.009703526416840793}"
1.0,1.0,81.76836395263672,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30601.717392100818, 'y': 28193.56367247741, 'z': 31.66641734515877}","{'x': -0.5923454251113203, 'y': 0.8056199790504919, 'z': 0.010165958113885876}"
1.0,1.0,81.98822784423828,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30590.39639125898, 'y': 28208.888616499164, 'z': 31.670083799019118}","{'x': -0.5927408332136477, 'y': 0.8053234304165086, 'z': 0.010605520419846986}"
1.0,1.0,82.20779418945312,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30579.032035924647, 'y': 28224.24276211107, 'z': 31.67358667600076}","{'x': -0.5932248211561373, 'y': 0.8049615006454446, 'z': 0.01101335747633032}"
1.0,1.0,82.42700958251953,"[{'x': 30579.96664977553, 'y': 28262.89638539253, 'z': 0.0}, {'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30567.622546489514, 'y': 28239.62400143819, 'z': 31.67691617778967}","{'x': -0.5938077055975426, 'y': 0.8045264562475525, 'z': 0.011383759077536353}"
1.0,1.0,82.64580535888672,"[{'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30556.165650317416, 'y': 28255.03055853591, 'z': 31.680078326237236}","{'x': -0.5944999550105239, 'y': 0.804010320860744, 'z': 0.011713558037078452}"
1.0,1.0,82.86409759521484,"[{'x': 29401.92930436614, 'y': 29440.933730801924, 'z': 0.0}, {'x': 28223.891958956745, 'y': 30618.971076211317, 'z': 0.0}, {'x': 28223.891958956745, 'y': 31797.00842162071, 'z': 0.0}, {'x': 28223.891958956745, 'y': 32975.045767030104, 'z': 0.0}, {'x': 28223.891958956745, 'y': 33564.0644397348, 'z': 0.0}, {'x': 28223.891958956745, 'y': 34153.0831124395, 'z': 0.0}, {'x': 27634.87328625205, 'y': 34742.101785144194, 'z': 0.0}, {'x': 27045.85461354735, 'y': 35331.12045784889, 'z': 0.0}, {'x': 26456.835940842655, 'y': 35920.13913055359, 'z': 0.0}, {'x': 25867.81726813796, 'y': 36509.157803258284, 'z': 0.0}]","{'x': 30544.658868520026, 'y': 28270.46058960145, 'z': 31.68308966939592}","{'x': -0.5953121498095884, 'y': 0.8034048832597619, 'z': 0.012001576706943533}"
